"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Canonical Link Element 2","Meta Robots 1","X-Robots-Tag 1"
"https://www.how-ma.com/mansions/search/東京都/文京区","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mansions/search/東京都/文京区","","",""
"https://www.how-ma.com/next/top/customer-border5.svg","image/svg+xml","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/market_price/stations/7786","text/html; charset=utf-8","302","Found","1.1","Non-Indexable","Redirected","","","",""
"https://www.how-ma.com/mansions/search/滋賀県","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mansions/search/滋賀県","","",""
"https://www.how-ma.com/_next/image?url=%2Fnext%2Ftop%2Fphoto_guide_1.jpg&w=3840&q=75","image/jpeg","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/market_price/stations/7784","text/html; charset=utf-8","302","Found","1.1","Non-Indexable","Redirected","","","",""
"https://www.how-ma.com/market_price/stations/7785","text/html; charset=utf-8","302","Found","1.1","Non-Indexable","Redirected","","","",""
"https://www.how-ma.com/_next/image?url=%2Fnext%2Ftop%2Fphoto_guide_4.jpg&w=3840&q=75","image/jpeg","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/market_price/stations/9605","text/html; charset=utf-8","302","Found","1.1","Non-Indexable","Redirected","","","",""
"https://www.how-ma.com/market_price/stations/9044","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.how-ma.com/market_price/stations/9044","","",""
"https://www.how-ma.com/mag/category/special/page/3/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/category/special/page/3/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/category/special/page/2/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/category/special/page/2/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/wp-content/uploads/営業マン５-1.jpg","image/jpeg","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/mag/category/special/page/4/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/category/special/page/4/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mansions/search/愛知県/名古屋市","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mansions/search/愛知県/名古屋市","","",""
"https://www.how-ma.com/mag/wp-content/uploads/2018/03/空き家.jpg","image/jpeg","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/mag/wp-content/uploads/DusbKq75LZISrtu1538531670.jpg","image/jpeg","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/mag/special/post-7544/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/special/post-7544/","https://www.how-ma.com/mag/special/post-7544/","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/wp-content/uploads/2018/03/Fotolia_186478261_XS-e1522229531885.jpg","image/jpeg","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/mag/wp-content/uploads/23526819_m-768x512.jpeg","image/jpeg","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/mag/special/how-to-identify-a-good-real-estate-salesman/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/special/how-to-identify-a-good-real-estate-salesman/","https://www.how-ma.com/mag/special/how-to-identify-a-good-real-estate-salesman/","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/sell/if-series-comic-syojiki-keiyaku/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/sell/if-series-comic-syojiki-keiyaku/","https://www.how-ma.com/mag/sell/if-series-comic-syojiki-keiyaku/","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/special/post-6974/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/special/post-6974/","https://www.how-ma.com/mag/special/post-6974/","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/buy/mansion-soba-23ku/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/buy/mansion-soba-23ku/","https://www.how-ma.com/mag/buy/mansion-soba-23ku/","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/special/condominium-property-values/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/special/condominium-property-values/","https://www.how-ma.com/mag/special/condominium-property-values/","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/special/post-5918/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/special/post-5918/","https://www.how-ma.com/mag/special/post-5918/","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/sell/post-6640/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/sell/post-6640/","https://www.how-ma.com/mag/sell/post-6640/","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/javascripts/fxlx.js?1775459716","application/javascript","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/mag/wp-content/uploads/2018/07/Fotolia_158322107_XS.jpg","image/jpeg","200","OK","1.1","Indexable","","","","",""
"https://www.how-ma.com/mag/special/post-5804/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.how-ma.com/mag/special/post-5804/","https://www.how-ma.com/mag/special/post-5804/","max-snippet:-1, max-image-preview:large, max-video-preview:-1",""
"https://www.how-ma.com/mag/wp-content/uploads/2018/03/向き.jpg","image/jpeg","200","OK","1.1","Indexable","","","","",""
