"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-29-2-768x390.png","image/png","200","OK","Indexable","","0","0.055","",""
"https://www.how-ma.com/mag/special/post-7591/","text/html; charset=UTF-8","200","OK","Indexable","","24","0.266","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-31/","text/html; charset=UTF-8","200","OK","Indexable","","17","0.427","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-35-2-768x390.png","image/png","200","OK","Indexable","","0","0.022","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-33-768x390.png","image/png","200","OK","Indexable","","0","0.048","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-32/","text/html; charset=UTF-8","200","OK","Indexable","","17","0.396","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-33/","text/html; charset=UTF-8","200","OK","Indexable","","16","0.419","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-37-2-768x390.png","image/png","200","OK","Indexable","","0","0.027","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-34/","text/html; charset=UTF-8","200","OK","Indexable","","16","0.236","",""
"https://www.how-ma.com/mag/interview/ccompletion-of-sale-interview-36/","text/html; charset=UTF-8","200","OK","Indexable","","18","0.374","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-30/","text/html; charset=UTF-8","200","OK","Indexable","","19","0.412","",""
"https://www.how-ma.com/mansions/search/岡山県","text/html; charset=utf-8","200","OK","Indexable","","8","10.885","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-28/","text/html; charset=UTF-8","200","OK","Indexable","","16","0.365","",""
"https://www.how-ma.com/mansions/search/山形県","text/html; charset=utf-8","200","OK","Indexable","","7","12.074","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-29/","text/html; charset=UTF-8","200","OK","Indexable","","16","0.357","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-34-2-768x390.png","image/png","200","OK","Indexable","","0","0.026","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-32-3-768x390.png","image/png","200","OK","Indexable","","0","0.035","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-31-768x390.png","image/png","200","OK","Indexable","","0","0.068","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-30-768x390.png","image/png","200","OK","Indexable","","0","0.067","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-28-768x390.png","image/png","200","OK","Indexable","","0","0.058","",""
"https://www.how-ma.com/users/sign_up","text/html; charset=utf-8","200","OK","Indexable","","275","0.091","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-37/","text/html; charset=UTF-8","200","OK","Indexable","","19","0.273","",""
"https://www.how-ma.com/terms","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","153","0.079","",""
"https://www.how-ma.com/mansions","text/html; charset=utf-8","200","OK","Indexable","","308","0.043","",""
"https://www.how-ma.com/faq","text/html; charset=utf-8","200","OK","Indexable","","154","0.034","",""
"https://www.how-ma.com/assets/logo_howma-f78cf5da272537355ef52f19af5501505091d82b88d6f01ae624fa113438672e.svg","image/svg+xml","200","OK","Indexable","","0","0.019","",""
"https://www.how-ma.com/assets/logo_howma_white-13cf5a08e5375f0be244d64266d150d22a6d737ea2ab3da51408c20ba11f1ef7.svg","image/svg+xml","200","OK","Indexable","","0","0.022","",""
"https://www.how-ma.com/javascripts/pages.js?dGQ5bXNy","application/javascript","200","OK","Indexable","","0","0.061","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-35/","text/html; charset=UTF-8","200","OK","Indexable","","15","0.384","",""
"https://www.how-ma.com/mag/page/4/","text/html; charset=UTF-8","200","OK","Indexable","","4","0.268","",""
